gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_15x_n	dead_15x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons	cds_len	dead_10x_len	dead_10x_pct	dead_15x_len	dead_15x_pct	dead_20x_len	dead_20x_pct	dead_30x_len	dead_30x_pct
ACOX1	ENST00000293217	14	0		0		0		4	1-2,6,9	2263	0	0.0	0	0.0	0	0.0	656	29.0
ACOX2	ENST00000302819	14	0		0		0		5	4,10-11,13-14	2326	0	0.0	0	0.0	0	0.0	974	41.9
ACP2	ENST00000672073	11	0		0		0		5	1,5,9-11	1492	0	0.0	0	0.0	0	0.0	730	48.9
ACP4	ENST00000270593	11	0		0		0		1	6	1501	0	0.0	0	0.0	0	0.0	116	7.7
ACP5	ENST00000648477	4	0		0		0		2	4-5	1058	0	0.0	0	0.0	0	0.0	629	59.5
ACR	ENST00000216139	5	0		0		0		3	2-3,5	1366	0	0.0	0	0.0	0	0.0	1103	80.7
ACSF3	ENST00000614302	9	0		0		0		2	3-4	1911	0	0.0	0	0.0	0	0.0	862	45.1
ACSL4	ENST00000672401	14	0		0		3	3,15-16	14	3-16	2293	0	0.0	0	0.0	604	26.3	2293	100.0
ACSL5	ENST00000354655	20	0		0		0		7	8-12,16,21	2452	0	0.0	0	0.0	0	0.0	742	30.3
ACSL6	ENST00000651883	21	0		0		0		2	17,20	2589	0	0.0	0	0.0	0	0.0	229	8.8
ACSM2A	ENST00000573854	13	0		0		0		4	2-3,5,11	1994	0	0.0	0	0.0	0	0.0	740	37.1
ACSM3	ENST00000289416	13	0		0		0		4	2,10,13-14	2021	0	0.0	0	0.0	0	0.0	608	30.1
ACSM5	ENST00000331849	13	0		0		0		7	2,4-5,8,10-11,14	2000	0	0.0	0	0.0	0	0.0	1134	56.7
ACTA1	ENST00000366684	6	0		0		0		6	2-7	1254	0	0.0	0	0.0	0	0.0	1254	100.0
ACTA2	ENST00000224784	8	0		0		0		1	2	1294	0	0.0	0	0.0	0	0.0	149	11.5
ACTB	ENST00000646664	5	0		0		0		2	3-4	1228	0	0.0	0	0.0	0	0.0	719	58.6
ACTC1	ENST00000290378	6	0		0		0		2	3,5	1254	0	0.0	0	0.0	0	0.0	557	44.4
ACTG1	ENST00000573283	5	0		0		0		5	2-6	1228	0	0.0	0	0.0	0	0.0	1228	100.0
ACTG2	ENST00000345517	8	0		0		0		1	4	1291	0	0.0	0	0.0	0	0.0	131	10.1
ACTL6A	ENST00000429709	14	0		0		0		1	14	1570	0	0.0	0	0.0	0	0.0	101	6.4
ACTL6B	ENST00000160382	14	0		0		0		1	7	1561	0	0.0	0	0.0	0	0.0	127	8.1
ACTL7A	ENST00000333999	1	0		0		0		1	1	1328	0	0.0	0	0.0	0	0.0	1328	100.0
ACTL9	ENST00000324436	1	0		0		0		1	1	1271	0	0.0	0	0.0	0	0.0	1271	100.0
ACTN1	ENST00000394419	22	0		0		0		5	3,6,9-10,21	3185	0	0.0	0	0.0	0	0.0	782	24.6
ACTN2	ENST00000366578	21	0		0		0		6	1,9-10,16,20-21	3105	0	0.0	0	0.0	0	0.0	1023	32.9
ACTN3	ENST00000513398	21	0		0		0		4	10-11,18,20	3126	0	0.0	0	0.0	0	0.0	765	24.5
ACTN4	ENST00000252699	21	0		0		0		4	10-11,17-18	3156	0	0.0	0	0.0	0	0.0	786	24.9
ACVR1	ENST00000434821	9	0		0		0		4	4-5,9,11	1710	0	0.0	0	0.0	0	0.0	889	52.0
ACVR1B	ENST00000257963	9	0		0		0		4	2,6-8	1698	0	0.0	0	0.0	0	0.0	733	43.2
ACVR2B	ENST00000352511	11	0		0		0		6	2,5,7-10	1759	0	0.0	0	0.0	0	0.0	1006	57.2
ACVRL1	ENST00000388922	9	0		0		0		3	2,4,8	1692	0	0.0	0	0.0	0	0.0	531	31.4
ACY1	ENST00000636358	14	0		0		0		1	11	1507	0	0.0	0	0.0	0	0.0	165	10.9
ACY3	ENST00000255082	6	0		0		0		1	6	1080	0	0.0	0	0.0	0	0.0	128	11.9
ADA	ENST00000372874	12	0		0		0		4	3,6-7,9	1332	0	0.0	0	0.0	0	0.0	468	35.1
ADA2	ENST00000399837	9	0		0		0		3	3-4,9	1716	0	0.0	0	0.0	0	0.0	694	40.4
ADAM10	ENST00000260408	16	0		0		0		4	3-4,9,14	2567	0	0.0	0	0.0	0	0.0	743	28.9
ADAM17	ENST00000310823	19	0		0		0		4	2,13,17,19	2855	0	0.0	0	0.0	0	0.0	748	26.2
ADAM20	ENST00000256389	1	0		0		0		1	2	2201	0	0.0	0	0.0	0	0.0	2201	100.0
ADAM21	ENST00000603540	1	0		0		0		1	2	2189	0	0.0	0	0.0	0	0.0	2189	100.0
ADAM22	ENST00000413139	32	0		0		0		6	2,6,11,17,20,29	3535	0	0.0	0	0.0	0	0.0	736	20.8
ADAM9	ENST00000487273	22	0		0		0		4	1,4,6,16	2900	0	0.0	0	0.0	0	0.0	636	21.9
ADAMTS1	ENST00000284984	9	0		0		0		1	1	3084	0	0.0	0	0.0	0	0.0	750	24.3
ADAMTS10	ENST00000597188	24	0		0		0		7	4,8-12,17	3792	0	0.0	0	0.0	0	0.0	1206	31.8
ADAMTS13	ENST00000355699	29	0		0		0		6	6,14,20-22,24	4696	0	0.0	0	0.0	0	0.0	1034	22.0
ADAMTS15	ENST00000299164	8	0		0		0		4	1,4,6,8	3013	0	0.0	0	0.0	0	0.0	2278	75.6
ADAMTS16	ENST00000274181	23	0		0		0		10	3-4,7-10,14,19,22-23	4135	0	0.0	0	0.0	0	0.0	1943	47.0
ADAMTS17	ENST00000268070	22	0		0		0		10	2-3,6,12-14,17,19-20,22	3728	0	0.0	0	0.0	0	0.0	2015	54.1
ADAMTS18	ENST00000282849	23	0		0		0		10	1,3-5,8,10,12,15-16,22	4126	0	0.0	0	0.0	0	0.0	2010	48.7
ADAMTS19	ENST00000274487	23	0		0		0		10	1-2,6-8,11,14,18,20-21	4102	0	0.0	0	0.0	0	0.0	1997	48.7
ADAMTS2	ENST00000251582	22	0		0		0		8	3-4,6,11-13,15,19	4076	0	0.0	0	0.0	0	0.0	1419	34.8
ADAMTS3	ENST00000286657	22	0		0		0		5	3,6,13,15,22	4058	0	0.0	0	0.0	0	0.0	1460	36.0
ADAMTS4	ENST00000367996	9	0		0		0		2	2,9	2694	0	0.0	0	0.0	0	0.0	791	29.4
ADAMTS6	ENST00000381055	24	0		0		0		7	3-4,6-7,19,23,25	3834	0	0.0	0	0.0	0	0.0	1355	35.3
ADAMTS7	ENST00000388820	24	0		0		0		4	2,7,15,19	5541	0	0.0	0	0.0	0	0.0	2238	40.4
ADAMTS9	ENST00000498707	39	0		0		1	13	14	2-3,8,10,12-14,17,20,22,26-27,29,32	6588	0	0.0	0	0.0	202	3.1	2895	43.9
ADAMTSL2	ENST00000651351	18	0		0		0		4	4,8,10-11	3216	0	0.0	0	0.0	0	0.0	947	29.4
ADAMTSL4	ENST00000271643	17	0		0		0		1	6	3565	0	0.0	0	0.0	0	0.0	717	20.1
ADAMTSL5	ENST00000330475	11	0		0		0		0		1636	0	0.0	0	0.0	0	0.0	0	0.0
ADAR	ENST00000368474	15	0		0		0		8	2,6-9,11-12,15	3981	0	0.0	0	0.0	0	0.0	2984	75.0
ADARB1	ENST00000348831	9	0		0		0		4	4,6,8,10	2286	0	0.0	0	0.0	0	0.0	1532	67.0
ADAT3	ENST00000329478	1	0		0		0		0		1124	0	0.0	0	0.0	0	0.0	0	0.0
ADCK1	ENST00000238561	10	0		0		0		3	2,7,9	1772	0	0.0	0	0.0	0	0.0	510	28.8
ADCK2	ENST00000072869	8	0		0		0		6	1-3,5-6,8	2041	0	0.0	0	0.0	0	0.0	1851	90.7
ADCK5	ENST00000308860	15	0		0		0		1	2	2043	0	0.0	0	0.0	0	0.0	124	6.1
ADCY1	ENST00000297323	20	0		0		0		4	1,8,15,17	3760	0	0.0	0	0.0	0	0.0	1091	29.0
ADCY10	ENST00000367851	32	0		0		0		10	6,20-21,25-28,30,32-33	5473	0	0.0	0	0.0	0	0.0	2080	38.0
ADCY2	ENST00000338316	25	0		0		0		9	3-5,7-8,10,13,15,23	3776	0	0.0	0	0.0	0	0.0	1375	36.4
ADCY3	ENST00000679454	21	0		0		0		6	2,4,13-14,17,22	3855	0	0.0	0	0.0	0	0.0	1645	42.7
ADCY5	ENST00000462833	21	0		0		0		6	1-3,5,15,19	4206	0	0.0	0	0.0	0	0.0	2035	48.4
ADCY6	ENST00000357869	21	0		0		0		3	2,6,20	3927	0	0.0	0	0.0	0	0.0	1257	32.0
ADCY7	ENST00000673801	25	0		0		0		5	5,21,23,25-26	3743	0	0.0	0	0.0	0	0.0	783	20.9
ADCYAP1R1	ENST00000304166	15	0		0		0		4	3,7,11,14	1707	0	0.0	0	0.0	0	0.0	487	28.5
ADD1	ENST00000683351	15	0		0		0		5	2,5,10-11,16	2700	0	0.0	0	0.0	0	0.0	1176	43.6
ADD3	ENST00000356080	14	0		0		0		6	3-4,11-12,14-15	2401	0	0.0	0	0.0	0	0.0	1007	41.9
ADGRA3	ENST00000334304	19	0		0		0		6	1,4-5,13,16,19	4346	0	0.0	0	0.0	0	0.0	2102	48.4
ADGRE2	ENST00000315576	20	0		0		0		4	5,7,11,19	2872	0	0.0	0	0.0	0	0.0	730	25.4
ADGRF4	ENST00000283303	8	0		0		0		1	6	2248	0	0.0	0	0.0	0	0.0	1400	62.3
ADGRG1	ENST00000562631	13	0		0		0		4	2-3,12-13	2324	0	0.0	0	0.0	0	0.0	945	40.7
ADGRG2	ENST00000379869	27	0		0		4	5,8,11,13	25	4-24,26-29	3594	0	0.0	0	0.0	264	7.3	3336	92.8
ADGRG4	ENST00000394143	23	0		0		2	6,23	21	4-8,10-25	9703	0	0.0	0	0.0	6363	65.6	9585	98.8
ADGRG6	ENST00000367609	25	0		0		0		12	4-8,13-14,16,20,22-23,25	4253	0	0.0	0	0.0	0	0.0	2493	58.6
ADGRL1	ENST00000361434	22	0		0		0		6	3,5,10,18,20,23	4850	0	0.0	0	0.0	0	0.0	2328	48.0
ADGRV1	ENST00000405460	90	0		0		0		36	1-4,7,11-12,14-15,19-21,23-24,28,31,33,35,42,44,46-47,49,63,67,70-72,74,76,78-82,84	20721	0	0.0	0	0.0	0	0.0	10576	51.0
ADH1B	ENST00000305046	9	0		0		0		4	1,4,6,8	1308	0	0.0	0	0.0	0	0.0	586	44.8
ADH1C	ENST00000515683	9	0		0		0		5	3-4,6-8	1308	0	0.0	0	0.0	0	0.0	863	66.0
ADH5	ENST00000296412	9	0		0		0		0		1305	0	0.0	0	0.0	0	0.0	0	0.0
ADIPOQ	ENST00000320741	2	0		0		0		1	3	775	0	0.0	0	0.0	0	0.0	541	69.8
ADIPOR1	ENST00000340990	7	0		0		0		3	2-3,6	1268	0	0.0	0	0.0	0	0.0	506	39.9
ADK	ENST00000539909	11	0		0		0		3	9-11	1309	0	0.0	0	0.0	0	0.0	387	29.6
ADNP	ENST00000621696	3	0		0		0		2	4,6	3369	0	0.0	0	0.0	0	0.0	3256	96.6
ADORA2A	ENST00000337539	2	0		0		0		1	3	1279	0	0.0	0	0.0	0	0.0	927	72.5
ADPRM	ENST00000379774	3	0		0		0		2	2-3	1089	0	0.0	0	0.0	0	0.0	758	69.6
ADPRS	ENST00000373178	6	0		0		0		2	1,3	1212	0	0.0	0	0.0	0	0.0	459	37.9
ADRA1B	ENST00000306675	2	0		0		0		2	1-2	1603	0	0.0	0	0.0	0	0.0	1603	100.0
ADRA2A	ENST00000280155	1	0		0		0		1	1	1418	0	0.0	0	0.0	0	0.0	1418	100.0
ADRA2B	ENST00000620793	1	0		0		0		1	1	1373	0	0.0	0	0.0	0	0.0	1373	100.0
ADRA2C	ENST00000330055	1	0		0		0		1	1	1409	0	0.0	0	0.0	0	0.0	1409	100.0
ADRB1	ENST00000369295	1	0		0		0		1	1	1454	0	0.0	0	0.0	0	0.0	1454	100.0
ADRB2	ENST00000305988	1	0		0		0		1	1	1262	0	0.0	0	0.0	0	0.0	1262	100.0
ADRB3	ENST00000345060	2	0		0		0		2	1-2	1267	0	0.0	0	0.0	0	0.0	1267	100.0
ADSL	ENST00000623063	13	0		0		0		2	1,9	1715	0	0.0	0	0.0	0	0.0	341	19.9
ADSS1	ENST00000330877	13	0		0		0		1	12	1634	0	0.0	0	0.0	0	0.0	170	10.4
AEBP1	ENST00000223357	21	0		0		0		3	1,11,18	3897	0	0.0	0	0.0	0	0.0	805	20.7
AFAP1L1	ENST00000296721	19	0		0		0		6	7-8,11-13,17	2687	0	0.0	0	0.0	0	0.0	1202	44.7
AFAP1L2	ENST00000304129	19	0		0		0		5	2,4,10,12,17	2837	0	0.0	0	0.0	0	0.0	769	27.1
AFDN	ENST00000683244	34	0		0		0		7	5-6,19,21-22,30,32	6176	0	0.0	0	0.0	0	0.0	2319	37.5
AFF1	ENST00000395146	20	0		0		0		6	4,10-12,18,20	4057	0	0.0	0	0.0	0	0.0	2444	60.2
AFF2	ENST00000370460	21	0		0		3	3,11,15	21	1-21	4356	0	0.0	0	0.0	1996	45.8	4356	100.0
AFF3	ENST00000672756	22	0		0		0		11	4,6-8,13-15,17,20,24-25	4121	0	0.0	0	0.0	0	0.0	3028	73.5
AFF4	ENST00000265343	20	0		0		0		6	2-3,11,14-15,19	3892	0	0.0	0	0.0	0	0.0	2159	55.5
AFG2A	ENST00000274008	16	0		0		0		6	1,3,5,10,13,16	3002	0	0.0	0	0.0	0	0.0	1495	49.8
AFG2B	ENST00000305560	8	0		0		0		5	1-3,5,7	2422	0	0.0	0	0.0	0	0.0	1853	76.5
AFG3L2	ENST00000269143	17	0		0		0		7	3,6,8,12,14-15,17	2734	0	0.0	0	0.0	0	0.0	1229	45.0
AFP	ENST00000395792	14	0		0		0		5	6,9-11,13	2110	0	0.0	0	0.0	0	0.0	701	33.2
AGA	ENST00000264595	9	0		0		0		3	1,4,8	1221	0	0.0	0	0.0	0	0.0	434	35.5
AGAP1	ENST00000304032	18	0		0		0		6	1,9,12-14,18	2934	0	0.0	0	0.0	0	0.0	1056	36.0
AGBL1	ENST00000614907	23	0		0		0		9	1,4,7,9,11,14-15,21-22	3826	0	0.0	0	0.0	0	0.0	1799	47.0
AGBL2	ENST00000525123	18	0		0		0		4	2,10,14,17	3069	0	0.0	0	0.0	0	0.0	1135	37.0
AGBL4	ENST00000371839	14	0		0		0		3	3-4,10	1792	0	0.0	0	0.0	0	0.0	433	24.2
AGBL5	ENST00000360131	14	0		0		0		3	6-7,11	2941	0	0.0	0	0.0	0	0.0	911	31.0
AGFG2	ENST00000300176	12	0		0		0		1	5	1686	0	0.0	0	0.0	0	0.0	186	11.0
AGK	ENST00000649286	15	0		0		0		4	3,8,10,16	1569	0	0.0	0	0.0	0	0.0	433	27.6
AGL	ENST00000361915	33	0		0		0		11	3,7-8,16-17,19-22,31-32	5259	0	0.0	0	0.0	0	0.0	1676	31.9
AGMO	ENST00000342526	13	0		0		0		4	2,5,7,9	1598	0	0.0	0	0.0	0	0.0	508	31.8
AGO1	ENST00000373204	19	0		0		0		2	6,8	2954	0	0.0	0	0.0	0	0.0	323	10.9
AGO2	ENST00000220592	19	0		0		0		7	2,4-6,11-12,15	2960	0	0.0	0	0.0	0	0.0	1301	44.0
AGO3	ENST00000373191	19	0		0		0		1	12	2963	0	0.0	0	0.0	0	0.0	205	6.9
AGPAT2	ENST00000371696	6	0		0		0		1	3	957	0	0.0	0	0.0	0	0.0	196	20.5
AGPAT3	ENST00000291572	8	0		0		0		1	3	1291	0	0.0	0	0.0	0	0.0	198	15.3
AGPAT5	ENST00000285518	8	0		0		0		3	1,5-6	1255	0	0.0	0	0.0	0	0.0	529	42.2
AGPS	ENST00000264167	20	0		0		0		11	1-5,7-8,11,18-20	2377	0	0.0	0	0.0	0	0.0	1426	60.0
AGR2	ENST00000419304	7	0		0		0		2	2,8	668	0	0.0	0	0.0	0	0.0	229	34.3
AGRN	ENST00000379370	36	0		0		0		4	5-7,25	6858	0	0.0	0	0.0	0	0.0	953	13.9
AGRP	ENST00000290953	3	0		0		0		0		459	0	0.0	0	0.0	0	0.0	0	0.0
AGT	ENST00000366667	4	0		0		0		3	2-3,5	1511	0	0.0	0	0.0	0	0.0	1346	89.1
AGTPBP1	ENST00000357081	25	0		0		0		7	3,7,13-14,20-21,25	4181	0	0.0	0	0.0	0	0.0	1723	41.2
AGTR1	ENST00000349243	1	0		0		0		1	3	1100	0	0.0	0	0.0	0	0.0	1100	100.0
AGTR2	ENST00000371906	1	0		0		1	3	1	3	1112	0	0.0	0	0.0	1112	100.0	1112	100.0
AGXT	ENST00000307503	11	0		0		0		1	10	1399	0	0.0	0	0.0	0	0.0	149	10.7
AGXT2	ENST00000231420	14	0		0		0		4	3,5,7,14	1825	0	0.0	0	0.0	0	0.0	562	30.8
AHCY	ENST00000217426	10	0		0		0		3	2,9-10	1499	0	0.0	0	0.0	0	0.0	578	38.6
AHDC1	ENST00000673934	1	0		0		0		1	8	4832	0	0.0	0	0.0	0	0.0	4832	100.0
AHI1	ENST00000265602	26	0		0		0		8	7-11,18,21,25	4111	0	0.0	0	0.0	0	0.0	1890	46.0
